archivo,accion,destino,nuevo_nombre,motivo,bytes,fecha
NuevoCurso_Astronomy 2,BORRAR,,,el zip con el mismo contenido ya está en Academia/Contenido/NuevoCurso_Astronomy.zip,45520526,2026-07-15
NumerosMesas.pdf,MOVER,Productoras/Puzzle,,"plano de mesas con 'puzzle STAGE' (evento con Puzzle, 2026)",255126,2026-04-17
OBSESSION · entradas 2.png,MOVER,Productoras/Astronomy/Eventos/Obsession,,fecha Obsession (ticketera),2315016,2026-08-21
OBSESSION · entradas-1.png,MOVER,Productoras/Astronomy/Eventos/Obsession,,fecha Obsession (ticketera),2699666,2026-08-14
OBSESSION · entradas.png,MOVER,Productoras/Astronomy/Eventos/Obsession,,fecha Obsession (ticketera),1826267,2026-08-14
OMRI. - Vaquera (Extended Mix) [PlanetX].mp3,MOVER,Facu/DJ/Sin clasificar,,track suelto,14291833,2025-10-14
Obsidian-1.12.7.dmg,BORRAR,,,instalador: la app ya está instalada o se baja de nuevo,213334249,2026-07-24
"Odd Mob, OMNOM, HYPERBEAM - Coming Up (It's Dare Extended Version) [QueensRoadMusic_Atlantic].mp3",MOVER,Facu/DJ/Sin clasificar,,track suelto,10107038,2026-05-09
Odymel - My Favourite Game (Extended) [Urban].mp3,MOVER,Facu/DJ/Sin clasificar,,track suelto,9462398,2025-12-27
Oferta Irrevocable de Contrato de Locación con destino comercial LA JAULA.pdf,MOVER,Paseo Nordelta/Documentación/Contratos,,contrato / anexo / reglamento del Paseo (MAHNI),192054,2026-03-03
Oferta_Irrevocable_Locacion_MAHNI.docx,MOVER,Paseo Nordelta/Documentación/Contratos,,contrato / anexo / reglamento del Paseo (MAHNI),33825,2026-06-24
Otra Cosa,MOVER,Facu/DJ/Musica,,playlist bajada de Drive,1230936427,2025-03-21
Otra Cosa 2,MOVER,Facu/DJ/Musica,,playlist bajada de Drive,2123606236,2025-03-21
Otra Cosa-20250321T203359Z-002.zip,BORRAR,,,zip ya descomprimido: mismo contenido que 'Otra Cosa',1231084614,2025-03-21
PDF document-40FF-8255-52-0.pdf,MOVER,Paseo Nordelta/Principio de mes/Comprobantes de pago/2026/Agosto 2026,,"transferencias Macro de MAHNI a Redes y Servicios, 06/08/2026",4960,2026-08-06
PDF document-41BE-B9F4-9F-0.pdf,MOVER,Paseo Nordelta/Principio de mes/Comprobantes de pago/2026/Agosto 2026,,"transferencias Macro de MAHNI a Redes y Servicios, 06/08/2026",4959,2026-08-06
PDF document-42F8-BF8C-57-0.pdf,MOVER,Paseo Nordelta/Principio de mes/Comprobantes de pago/2026/Agosto 2026,,"transferencias Macro de MAHNI a Redes y Servicios, 06/08/2026",4962,2026-08-06
PDF document-43AF-80D6-31-0.pdf,MOVER,Paseo Nordelta/Principio de mes/Comprobantes de pago/2026/Agosto 2026,,"transferencias Macro de MAHNI a Redes y Servicios, 06/08/2026",4986,2026-08-06
PDF document-49D7-B9CD-38-0.pdf,MOVER,Paseo Nordelta/Principio de mes/Comprobantes de pago/2026/Agosto 2026,,"transferencias Macro de MAHNI a Redes y Servicios, 06/08/2026",4980,2026-08-06
PDF document-4B98-80A3-87-0.pdf,MOVER,Paseo Nordelta/Principio de mes/Comprobantes de pago/2026/Agosto 2026,,"transferencias Macro de MAHNI a Redes y Servicios, 06/08/2026",4958,2026-08-06
PDF estudio .pdf,MOVER,Productoras/Astronomy/Marca Astronomy/Contratos y propuestas,,"Aybak Producciones / Music studio, 2023",84750,2023-10-11
PHOTO-2026-09-02-21-51-05.jpg,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,"fotos de fiesta (Sernova, may 2026) / pulsera Dominé / DJs en cabina",129536,2026-09-02
POSTEOS,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,material de eventos sin evento identificado (Facu asigna),44348213,2025-11-12
POSTEOS-20251111T130556Z-1-001.zip,BORRAR,,,zip ya descomprimido: mismo contenido que 'POSTEOS',44355772,2025-11-12
PROYECCION RTDOS NP'23.xlsx,MOVER,Nordelta Plaza/Informes ND Plaza,,proyección / cashflow / informe de Nordelta Plaza,24976,2023-04-26
Pagos pendientes NPlaza 2023.pdf,MOVER,Nordelta Plaza/Principio de mes/Cuentas Corrientes ,,cuenta corriente / expensas / medidores de Nordelta Plaza,33706,2023-09-26
Parcela club de futbol_20240711 (1).pdf,BORRAR,,,duplicado exacto (md5) de: Parcela club de futbol_20240711.pdf,526941,2026-07-07
Parcela club de futbol_20240711.pdf,MOVER,Paseo Nordelta/Documentación/Obra /PLANOS,,plano / mensura,526941,2026-05-19
Party,MOVER,Facu/DJ/Musica,,playlist bajada de Drive,2121211205,2025-03-21
Party 2,MOVER,Facu/DJ/Musica,,playlist bajada de Drive,2128898231,2026-08-25
Party 3,MOVER,Facu/DJ/Musica,,playlist bajada de Drive,90938803,2025-03-21
Party-20250321T203358Z-003.zip,BORRAR,,,zip ya descomprimido: mismo contenido que 'Party 3',90954997,2025-03-21
Paseo Nordelta  Presentacion 2026.pdf,MOVER,Paseo Nordelta/Documentación/Obra ,,presentación comercial / presupuesto de demolición / fotos de locales / propuesta APEX (wellness),3102234,2026-08-25
Paseo Nordelta - Anexo 1.A.pdf,MOVER,Paseo Nordelta/Documentación/Contratos,,contrato / anexo / reglamento del Paseo (MAHNI),225915,2025-11-19
Paseo Nordelta - Permiso Municipal - 2026.3.31-Layout1.pdf,MOVER,Paseo Nordelta/Documentación/Municipales,,permiso municipal y formularios de obra,730940,2026-04-01
Paseo Nordelta - Permiso Municipal - 2026.3.31-Layout2.pdf,MOVER,Paseo Nordelta/Documentación/Municipales,,permiso municipal y formularios de obra,707274,2026-04-01
Paseo Nordelta - Presentación.pdf,MOVER,Paseo Nordelta/Documentación/Obra ,Paseo Nordelta - Presentación (2).pdf,"presentación (hay una casi igual ahí: difiere en 6 bytes, se guarda como copia)",24447911,2025-11-12
Paseo Nordelta - Un nuevo punto de encuentro.pdf,MOVER,Paseo Nordelta/Documentación/Obra ,,presentación comercial / presupuesto de demolición / fotos de locales / propuesta APEX (wellness),57361774,2026-03-12
Paseo Nordelta 14-01-26-OBS ND.dwg,MOVER,Paseo Nordelta/Documentación/Obra /PLANOS,,plano / mensura,1178274,2026-01-21
Paseo Nordelta 14-01-26.dwg,MOVER,Paseo Nordelta/Documentación/Obra /PLANOS,,plano / mensura,119412,2026-01-14
Paseo Nordelta 14-01-26.pdf,MOVER,Paseo Nordelta/Documentación/Obra /PLANOS,,plano / mensura,216372,2026-01-14
Paseo_Nordelta.pptx,MOVER,Paseo Nordelta/Documentación/Obra ,,presentación comercial / presupuesto de demolición / fotos de locales / propuesta APEX (wellness),735138,2026-05-13
Paseo_Nordelta.pptx.pdf,MOVER,Paseo Nordelta/Documentación/Obra ,,presentación comercial / presupuesto de demolición / fotos de locales / propuesta APEX (wellness),348667,2026-05-18
Paseo_Nordelta_1.pptx,MOVER,Paseo Nordelta/Documentación/Obra ,,presentación comercial / presupuesto de demolición / fotos de locales / propuesta APEX (wellness),989679,2026-05-13
Passline,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,material de eventos sin evento identificado (Facu asigna),1249127,2026-03-16
Passline 2,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,material de eventos sin evento identificado (Facu asigna),460645,2026-05-22
Photo (100).jpg,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,"fotos de fiesta (Sernova, may 2026) / pulsera Dominé / DJs en cabina",6825419,2026-05-13
Photo (101).jpg,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,"fotos de fiesta (Sernova, may 2026) / pulsera Dominé / DJs en cabina",12992094,2026-05-13
Photo (97).jpg,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,"fotos de fiesta (Sernova, may 2026) / pulsera Dominé / DJs en cabina",13708043,2026-05-13
Photo (98).jpg,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,"fotos de fiesta (Sernova, may 2026) / pulsera Dominé / DJs en cabina",5843262,2026-05-13
Photo (99).jpg,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,"fotos de fiesta (Sernova, may 2026) / pulsera Dominé / DJs en cabina",13011110,2026-05-13
Poliza_10895260 Automotor Tracker Group 25.26.pdf,MOVER,Facu/Documentos/Auto NFV983,,"documentación del auto NFV983 (cédula, registro, póliza, RTO, DNI del titular anterior)",3676471,2026-01-28
Poolpa party vibes by the pool.png,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,material de eventos sin evento identificado (Facu asigna),3216666,2025-12-15
Presupuesto CFI.docx,MOVER,Nordelta Plaza/Eventos,,"presupuesto de evento en el predio (cancha + catering), nov 2023",72847,2023-11-14
Presupuesto Capri (26_10_2024).pdf,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,material de eventos sin evento identificado (Facu asigna),86011,2024-10-08
Presupuesto anual - Set estudio.pdf,MOVER,Productoras/Astronomy/Academia/Comercial,,job description closers / presupuesto set en vivo,35019,2025-05-11
Progressive House,MOVER,Facu/DJ/Musica,,playlist bajada de Drive,2036284380,2022-03-21
Propuesta Aybak Producciones.pdf,MOVER,Productoras/Astronomy/Marca Astronomy/Contratos y propuestas,,"Aybak Producciones / Music studio, 2023",70002,2023-09-04
Propuesta RAW.pdf,MOVER,Productoras/Astronomy/Academia/Pauta,,propuesta de RAW para leads,40183,2024-02-20
RDE-Reglamento de Uso y Convivencia Interno- Version Final (2).pdf,BORRAR,,,"reglamento de otro barrio (Residencias del Este), bajado de referencia",666995,2025-10-07
README.md,BORRAR,,,copia vieja de un archivo que vive en el repo facu-os,229,2026-08-03
RESCISION CONTRATO RIDERS 8-23.pdf,MOVER,Nordelta Plaza/Contratos Locatarios,,contrato / adenda / rescisión de locatario de Nordelta Plaza,156383,2024-03-30
RESCISION CONTRATO VOLTA 30-11-20 v CZ'23 (1).pdf,BORRAR,,,duplicado exacto (md5) de: RESCISION CONTRATO VOLTA 30-11-20 v CZ'23.pdf,153995,2025-12-05
RESCISION CONTRATO VOLTA 30-11-20 v CZ'23.pdf,MOVER,Nordelta Plaza/Contratos Locatarios,,contrato / adenda / rescisión de locatario de Nordelta Plaza,153995,2024-06-03
RTO NFV983 ..pdf,MOVER,Facu/Documentos/Auto NFV983,,"documentación del auto NFV983 (cédula, registro, póliza, RTO, DNI del titular anterior)",389236,2026-01-28
Rec gs FdelT AGO'23.pdf,MOVER,Nordelta Plaza/Principio de mes/Facturas & Rec de Gastos,,factura / recupero de gastos NDPL SAS,55167,2023-10-05
Recibo SUNRA.docx,MOVER,Nordelta Plaza/Contratos Locatarios,,contrato / adenda / rescisión de locatario de Nordelta Plaza,12743,2024-03-11
Recibo de Pago Jeronimo.docx,MOVER,Nordelta Plaza/Comprobantes de pago,,comprobante BBVA / Macro de Nordelta Plaza SAS o Noreventos,14010,2025-03-08
Recupero de gs AGO'23 BIGG.pdf,MOVER,Nordelta Plaza/Principio de mes/Facturas & Rec de Gastos,,factura / recupero de gastos NDPL SAS,55596,2023-10-05
Reel cursonuevo.mp4,MOVER,Productoras/Astronomy/Academia/Contenido,,contenido / flyers de la academia,101140714,2026-08-04
Reggeaton,MOVER,Facu/DJ/Musica,,playlist bajada de Drive,926107780,2025-03-21
Reggeaton 2,MOVER,Facu/DJ/Musica,,playlist bajada de Drive,2137066458,2026-08-31
Reggeaton 3,FUSIONAR,Facu/DJ/Musica/Reggeaton,,98 de 104 tracks ya están en 'Reggeaton': se pasan los 6 que faltan y se tira la carpeta,921361259,2025-03-23
Reggeaton-20250321T203357Z-002.zip,BORRAR,,,zip ya descomprimido: mismo contenido que 'Reggeaton',926164484,2025-03-21
Reggeaton-20250323T230751Z-002.zip,BORRAR,,,zip ya descomprimido: mismo contenido que 'Reggeaton 3 (la carpeta tiene 1 archivo más que el zip)',919682020,2025-03-23
Registro Polo 1 .pdf,MOVER,Facu/Documentos/Auto NFV983,,"documentación del auto NFV983 (cédula, registro, póliza, RTO, DNI del titular anterior)",133770,2026-01-28
Reglamento Paseo Nordelta.pdf,MOVER,Paseo Nordelta/Documentación/Contratos,,contrato / anexo / reglamento del Paseo (MAHNI),105802,2025-10-14
Relevamiento club.dwg,MOVER,Paseo Nordelta/Documentación/Obra /PLANOS,,plano / mensura,221052,2026-01-21
Rem Siman - Face The Music (Extended Mix) [DAYS like NIGHTS].flac,MOVER,Facu/DJ/Sin clasificar,,track suelto,50696236,2025-10-14
Resultado_envio_comprobantes.xlsx,MOVER,Paseo Nordelta/Principio de mes/Facturas de Venta/2026/Agosto 2026,,resultado del envío de comprobantes (Bejerman),6905,2026-08-07
Resumen (1).pdf,BORRAR,,,ya está archivado en Resumen de Banco/2025/Septiembre 2025.pdf,64713,2026-04-06
Resumen (2).pdf,BORRAR,,,ya está archivado en Resumen de Banco/2025/Octubre 2025.pdf,60629,2026-04-06
Resumen (3).pdf,BORRAR,,,ya está archivado en Resumen de Banco/2025/Noviembre 2025.pdf,64586,2026-04-06
Resumen (4).pdf,BORRAR,,,ya está archivado en Resumen de Banco/2025/Diciembre 2025.pdf,65471,2026-04-06
Resumen (5).pdf,BORRAR,,,ya está archivado en Resumen de Banco/2026/Enero 2026.pdf,72831,2026-04-06
Resumen (6).pdf,BORRAR,,,ya está archivado en Resumen de Banco/2026/Febrero 2026.pdf,69013,2026-04-06
Resumen (7).pdf,BORRAR,,,ya está archivado en Resumen de Banco/2026/Julio 2026.pdf,45846,2026-09-01
Resumen.pdf,BORRAR,,,ya está archivado en Resumen de Banco/2025/Agosto 2025.pdf,64767,2026-04-06
Rock-a-holic.wav,MOVER,Facu/DJ/Sin clasificar,,track suelto,99574402,2024-09-20
Rompecabezas.pdf,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,fotos de fiesta 28/03/2025 / logos 'Rompecabezas' (enero 2026),973581,2026-03-25
RÜFÜS DU SOL - Inhale (Sean Doron Remix) [Rose Avenue_Reprise].aiff,MOVER,Facu/DJ/Sin clasificar,,track suelto,62294740,2025-10-17
SCRIPT - Headshake (Original Mix) [AFFAIRS].mp3,MOVER,Facu/DJ/Sin clasificar,,track suelto,9087988,2026-05-23
SERNOVA_FULL_ID_OUT.png,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,material de eventos sin evento identificado (Facu asigna),34233,2026-04-21
SERNOVA_FULL_ID_OUT_WHITE.png,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,material de eventos sin evento identificado (Facu asigna),34154,2026-04-21
Samantha Loveridge - Backtrack Blow Up (Max Styler Remix) [When Stars Align].mp3,MOVER,Facu/DJ/Sin clasificar,,track suelto,13381300,2026-05-20
"Sammy Virji, Fred again.., Reggie - Talk of the Town (Original Mix) [Atlantic Records UK].mp3",MOVER,Facu/DJ/Sin clasificar,,track suelto,8057968,2026-02-16
Sample Packs 2025,BORRAR,,,carpeta vacía,0,2026-05-19
Sample Packs 2026,BORRAR,,,carpeta vacía,0,2026-05-19
Sample Packs 2027,BORRAR,,,carpeta vacía,0,2026-05-19
Sample Packs 2028,BORRAR,,,carpeta vacía,0,2026-05-19
Screenshot 2026-05-29 at 11.53.08.png,MOVER,Facu/Documentos,,documento personal (subagente): Screenshot transferencia bancaria $2.5M (media),155472,2026-06-11
Screenshot 2026-07-13 at 20.15.24.png,MOVER,Productoras/Astronomy/Academia/Capturas app,,captura de la academia (subagente): Mercado Pago integración Astronomy Members (alta),633412,2026-07-13
Screenshot_30.png,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,"fotos de fiesta (Sernova, may 2026) / pulsera Dominé / DJs en cabina",103153,2023-12-05
Sector Gastronomico Agosto 2024.xlsx,MOVER,Nordelta Plaza/Principio de mes/Cuentas Corrientes ,,cuenta corriente / expensas / medidores de Nordelta Plaza,229427,2024-09-19
Serato DJ Pro 2.1.0.pkg,BORRAR,,,instalador: la app ya está instalada o se baja de nuevo,121583481,2019-02-07
"Sham Jam, Sunbios - What Me (Original Mix) [Bassmatic records].mp3",MOVER,Facu/DJ/Sin clasificar,,track suelto,16997639,2025-10-14
Sin apoyatura.png,MOVER,Productoras/Astronomy/Academia/Contenido,,contenido / flyers de la academia,97941,2023-10-25
Sin_City_Demos_y_Sellos.xlsx,MOVER,Facu/SIN CITY,Sin_City_Demos_y_Sellos (jul 2026).xlsx,versión más nueva (jul 2026) que la que está suelta en Facu/,23178,2026-07-18
"Skream, FLETCH (GB) - Lost Without You (Extended Mix) [CircoLoco Records].mp3",BORRAR,,,ya está archivado en Facu/DJ/Sin clasificar (mismo nombre),14126648,2025-10-16
Solicitud aprobacion Obra Nueva y designacion de profesionales 20122023.docx,MOVER,Paseo Nordelta/Documentación/Municipales,,permiso municipal y formularios de obra,804085,2026-06-17
"Solomun, Ad-Apt, Max Styler - One More (feat. Ad-Apt Solomun Extended Remix) [Nu Moda].mp3",MOVER,Facu/DJ/Sin clasificar,,track suelto,11734525,2026-06-12
"Solomun, Jain - Tout le monde est fou (Club version) [Columbia (Sony)].aiff",MOVER,Facu/DJ/Sin clasificar,,track suelto,70390144,2025-10-14
Space Miami (Super Virginia Cigarrete Master).wav,MOVER,Facu/DJ/Sin clasificar,,track suelto,108027916,2026-03-27
Splice.dmg,MOVER,Facu/PRODUCCIÓN /Instaladores,,instalador de plugin pago: cuesta volver a conseguirlo,703640,2026-05-19
Statements.pdf,MOVER,Noreventos/Extracto bancario Noreventos,enero 2026 (resumen pymes).pdf,"resumen Pymes de Noreventos SRL, ene 2026",195749,2026-01-20
Stremio+4.4.160.dmg,BORRAR,,,instalador: la app ya está instalada o se baja de nuevo,212420526,2023-09-12
Sushinor Alq AGO'23-NP.pdf,MOVER,Nordelta Plaza/Principio de mes/Facturas & Rec de Gastos,,factura / recupero de gastos NDPL SAS,55072,2023-10-05
Sushinor Recup Gs AGO'23 -NP.pdf,MOVER,Nordelta Plaza/Principio de mes/Facturas & Rec de Gastos,,factura / recupero de gastos NDPL SAS,55776,2023-10-05
Sushinor Serv Com AGO'23-NP.pdf,MOVER,Nordelta Plaza/Principio de mes/Facturas & Rec de Gastos,,factura / recupero de gastos NDPL SAS,55406,2023-10-05
THEATRE Precio Mesas.pdf,MOVER,Productoras/Astronomy/Eventos/Theatre,,precios de mesas Theatre,4904125,2023-12-06
TOM01633 (1).jpg,BORRAR,,,duplicado exacto (md5) de: TOM01633.jpg,316744,2024-11-06
TOM01633.jpg,MOVER,Productoras/Astronomy/Eventos/Mansion,,"entrega del fotógrafo (TOM) y visuales de Mansion, nov 2023",316744,2024-07-26
TOM01672 (1).jpg,BORRAR,,,duplicado exacto (md5) de: TOM01672.jpg,412614,2024-11-06
TOM01672.jpg,MOVER,Productoras/Astronomy/Eventos/Mansion,,"entrega del fotógrafo (TOM) y visuales de Mansion, nov 2023",412614,2024-07-26
TOM01723.jpg,MOVER,Productoras/Astronomy/Eventos/Mansion,,"entrega del fotógrafo (TOM) y visuales de Mansion, nov 2023",259462,2024-11-06
TOM01911 (1).jpg,BORRAR,,,duplicado exacto (md5) de: TOM01911.jpg,260334,2024-11-06
TOM01911.jpg,MOVER,Productoras/Astronomy/Eventos/Mansion,,"entrega del fotógrafo (TOM) y visuales de Mansion, nov 2023",260334,2024-07-26
TOM06396.JPG,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,material de eventos sin evento identificado (Facu asigna),13139968,2024-07-26
TOM06455.JPG,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,material de eventos sin evento identificado (Facu asigna),11436032,2024-07-26
TOM06506.JPG,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,material de eventos sin evento identificado (Facu asigna),9404416,2024-07-26
TOM06540.JPG,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,material de eventos sin evento identificado (Facu asigna),14057472,2024-07-26
TOM06632.JPG,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,material de eventos sin evento identificado (Facu asigna),12451840,2024-07-26
TeamViewerQS.dmg,BORRAR,,,instalador: la app ya está instalada o se baja de nuevo,56460411,2023-12-04
Tech House,MOVER,Facu/DJ/Musica,,playlist bajada de Drive,577052097,2025-03-21
Tech House-20250321T203356Z-001.zip,BORRAR,,,zip ya descomprimido: mismo contenido que 'Tech House',577163504,2025-03-21
Telegram.dmg,BORRAR,,,instalador: la app ya está instalada o se baja de nuevo,89312786,2023-07-20
"The Flirts, Beltran - Passion (R U Satisfied Extended Mix) [Altra Moda].mp3",MOVER,Facu/DJ/Sin clasificar,,track suelto,12562098,2026-05-20
This Is Armen Miran,MOVER,Facu/DJ/Musica,,playlist bajada de Drive,765430852,2025-03-23
This Is Armen Miran-20250323T230742Z-001.zip,BORRAR,,,zip ya descomprimido: mismo contenido que 'This Is Armen Miran (sólo falta un .DS_Store)',765560000,2025-03-23
This Is Sébastien Léger,MOVER,Facu/DJ/Musica,,playlist bajada de Drive,922350127,2025-03-23
This Is Sébastien Léger-20250323T230742Z-001.zip,BORRAR,,,zip ya descomprimido: mismo contenido que 'This Is Sébastien Léger',922509709,2025-03-23
"Tiesto, Odd Mob, Goodboys - Won't Be Possible (Extended Mix) [Atlantic Records] (1).mp3",MOVER,Facu/DJ/Sin clasificar,,track suelto,8186368,2025-12-27
"Tiesto, Odd Mob, Goodboys - Won't Be Possible (Extended Mix) [Atlantic Records].mp3",BORRAR,,,ya está archivado en Facu/DJ/Sin clasificar (mismo nombre),8069807,2025-10-14
Tiga & Audion - Let's Go Dancing (Tiga vs. Audion) [Turbo Recordings].mp3,MOVER,Facu/DJ/Sin clasificar,,track suelto,20643936,2026-05-19
Tiga & Audion - Let's Go Dancing (Tiga vs. Audion) [Turbo Recordings].mp3.asd,BORRAR,,,"archivo de análisis de Ableton, se regenera solo",2073661,2026-05-19
"Tim Engelhardt, Maga, Sean Doron - Feeling It (Original Mix) [Scenarios].aiff",MOVER,Facu/DJ/Sin clasificar,,track suelto,60608086,2025-10-17
"Tim Engelhardt, Sean Doron - So Good [Siamese].aiff",MOVER,Facu/DJ/Sin clasificar,,track suelto,60868836,2025-10-17
Tone Depth - Bhutan [Noir Music].aiff,MOVER,Facu/DJ/Sin clasificar,,track suelto,77648760,2026-02-07
Trf Inmed Proveed_2024-06-04.pdf,MOVER,Nordelta Plaza/Comprobantes de pago,,comprobante BBVA / Macro de Nordelta Plaza SAS o Noreventos,19587,2024-06-04
Ugo Banchi - Amadeus (Original Mix) [Diynamic].aiff,MOVER,Facu/DJ/Sin clasificar,,track suelto,60462488,2025-10-14
Ugo Banchi - Chase The 80's (Original Mix) [Diynamic].mp3,MOVER,Facu/DJ/Sin clasificar,,track suelto,12224997,2025-10-14
Ultimos_Movimientos (1).pdf,BORRAR,,,listado parcial de movimientos Macro de abril 2026: el extracto entero ya está en Resumen de Banco/2026,59895,2026-04-06
Ultimos_Movimientos.pdf,BORRAR,,,listado parcial de movimientos Macro de abril 2026: el extracto entero ya está en Resumen de Banco/2026,54657,2026-04-06
"Ultra Nate, Hugel, Imael Angel - Movin' To The Sun (Extended Mix) [Make The Girls Dance Records].mp3",MOVER,Facu/DJ/Sin clasificar,,track suelto,14347522,2026-06-12
Unidad Flash Sandisk Sdcz410-128g Usb 3 0 Ultra Shift Negra De 128 Gb.pdf,BORRAR,,,comprobante de compra en MercadoLibre de 2024/2025,68674,2025-02-17
Untitled design.png,BORRAR,,,placa vacía de Canva (13 KB),13284,2025-10-13
VALHALLA BUNDLE 2024 MAC.rar,MOVER,Facu/PRODUCCIÓN /Instaladores,,instalador de plugin pago: cuesta volver a conseguirlo,153271146,2026-05-19
VISUALES.mp4,MOVER,Productoras/Astronomy/Eventos/Mansion,,"entrega del fotógrafo (TOM) y visuales de Mansion, nov 2023",810583813,2023-11-09
VOLTA Alq AGO'23.pdf,MOVER,Nordelta Plaza/Principio de mes/Facturas & Rec de Gastos,,factura / recupero de gastos NDPL SAS,55621,2023-10-05
Ventas_MercadoPago_2026-06-24_12-05hs.xlsx,MOVER,Productoras/Astronomy/Academia/Reporte financiero,,export de alumnos / ventas MP,61017,2026-06-24
"Video 14-08-2025, 14 26 08.mov",MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,material de eventos sin evento identificado (Facu asigna),50551893,2025-11-12
Video_1___El_portal__Baby_Capy.mp4,MOVER,Facu/E-COMMERCE $$$,,videos verticales generados con IA el 30/06/2026 (creativos de e-commerce),11691752,2026-06-30
View recent photos.jpeg,BORRAR,,,subagente: Listado genérico fotos (media),2267848,2024-05-30
Visión de Mercado - Semana 10 de Agosto.html,MOVER,Facu/Inversiones,,resumen semanal de mercado,28190,2026-08-13
Visión de Mercado - Semana 13 de Julio.html,MOVER,Facu/Inversiones,,resumen semanal de mercado,29708,2026-07-13
Visión de Mercado - Semana 27 de Julio.html,MOVER,Facu/Inversiones,,resumen semanal de mercado,23546,2026-07-27
Visión de Mercado - Semana 29 de Junio (Mobile).html,MOVER,Facu/Inversiones,,resumen semanal de mercado,31318,2026-06-29
Visión de Mercado - Semana 6 de Julio.fld,MOVER,Facu/Inversiones,,resumen semanal de mercado,8446,2026-07-06
Visión de Mercado - Semana 6 de Julio.pdf,MOVER,Facu/Inversiones,,resumen semanal de mercado,192134,2026-07-06
Void v2.wav,MOVER,Facu/DJ/Sin clasificar,,track suelto,79946314,2025-11-18
Volkoder - Everybody (Extended Mix) [Black Book Records].mp3,MOVER,Facu/DJ/Sin clasificar,,track suelto,13164269,2026-05-20
Volta recupero gs AGO'23.pdf,MOVER,Nordelta Plaza/Principio de mes/Facturas & Rec de Gastos,,factura / recupero de gastos NDPL SAS,55375,2023-10-05
Vuelve - Final.mp4,MOVER,Paseo Nordelta/Youtube,,material del canal de YouTube del Paseo (todo del 07/01/2026),875629102,2026-01-07
W-9 Firmado.pdf,MOVER,Facu/Documentos/AFIP,,"AFIP/ARCA personal (CUIT 20-94752058-0): F.1746 devoluciones, credencial, factura propia, pago, W-9",2845814,2025-06-10
"W.O.L.F., Esqivel - PA'TOCAR (Original Mix) [Phisica].mp3",MOVER,Facu/DJ/Sin clasificar,,track suelto,13827312,2026-06-12
WaterMark _ Paseo Nordelta.png,MOVER,Paseo Nordelta/Youtube,,material del canal de YouTube del Paseo (todo del 07/01/2026),1688,2026-01-07
WhatsApp Audio 2026-08-13 at 14.51.08.opus,MOVER,Productoras/Astronomy/Academia/Capturas app,,"notas de voz del 13/08 y 01/09, mismas horas que las capturas del panel del staff",106322,2026-08-13
WhatsApp Audio 2026-08-13 at 14.54.13.opus,MOVER,Productoras/Astronomy/Academia/Capturas app,,"notas de voz del 13/08 y 01/09, mismas horas que las capturas del panel del staff",120459,2026-08-13
WhatsApp Audio 2026-08-13 at 14.54.44.opus,MOVER,Productoras/Astronomy/Academia/Capturas app,,"notas de voz del 13/08 y 01/09, mismas horas que las capturas del panel del staff",37160,2026-08-13
WhatsApp Audio 2026-09-01 at 14.31.03.opus,MOVER,Productoras/Astronomy/Academia/Capturas app,,"notas de voz del 13/08 y 01/09, mismas horas que las capturas del panel del staff",106943,2026-09-01
WhatsApp Audio 2026-09-01 at 19.09.05.opus,MOVER,Productoras/Astronomy/Academia/Capturas app,,"notas de voz del 13/08 y 01/09, mismas horas que las capturas del panel del staff",233365,2026-09-01
WhatsApp Image 2024-03-06 at 17.04.29.jpeg,MOVER,Facu/Fotos,,"retrato de una persona, sin contexto",167180,2024-03-06
WhatsApp Image 2025-03-18 at 09.53.27.jpeg,MOVER,Nordelta Plaza/Comprobantes de pago,,"ticket Manso Restaurante a NDPL SAS, 16/03/2025 ($269.660)",106945,2025-03-18
WhatsApp Image 2025-10-20 at 17.47.23.jpeg,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,"fotos de fiesta (Sernova, may 2026) / pulsera Dominé / DJs en cabina",78307,2025-10-21
